,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
385,2,3,unknown,160,2,casa,,"[-99.15988,19.5163]",140,4980000,HO60CBA83DAD290MX,"[""casa"",""casa-unifamiliar""]",unknown,"Bonita casa habitación ""acepto credito"", amplia, bien ubicada, en buen estado, bonito y funcional proyecto, conozcala, documentación en orden, libre de gravamen, todos servicios. Consta de: dos niveles, tres recamaras cada una con closet, uno y medio baños, sala con chimenea, comedor, cocina con cocina integral, patio de servicio ( con instalación para lavadora, calentador, lavadero), garaje tres autos o 4chicos, porton y marquecina, calentador solar, tinaco, gas estacionario. Visitas "" previa cita"" quedamos a sus ordenes ""constructora bautista""",https://www.lamudi.com.mx/ampliacion-progreso-nacional-bonita-casa-excelente-llame-nos-arreglamos.html
386,5,4,unknown,252,2,casa,,"[-99.12415,19.34585]",176,7200000,HO60F88DB6C24F9MX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente casa en Paseos de Taxqueña, calle cerrada con vigilancia. Superficie de terreno de 176m2 , superficie construida 252 m2.  Distribución : PB sala, comedor, estudio, medio baño, cocina, antecomedor, patio,sala TV, 2 lugares de estacionamiento.  PA: 4 recámaras, 2 con baño completo, una de ellas con vestidor, las otras con clóset más un baño completo para dar servicio a las otras recámaras.  Azotea: cuarto de servicio con baño completo",https://www.lamudi.com.mx/paseos-de-taxquena-casa-en-venta-2.html
387,4,4,unknown,369,4,casa,,"[-99.12926,19.30162]",250,7500000,HO60A52EA723CC5MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa muy amplia en privada con vigilancia frente a parque, con excelente ubicación. Cerca de Plazas comerciales y Av. principales PLANTA BAJA: Recibidor Sala c/chimenea Comedor Cantina Estudio Cocina equipada 1 baño Jardín trasero Garage para 4 autos PLANTA ALTA: Sala de T.V. 1 baño 3 recámaras c/clóset, 1 con balcón 1 recámara principal c/baño y vestidor AZOTEA Amplio cuarto de servicio 1 baño Cisterna Gas estacionario 300L Tinaco 500L Grupo belkasa te apoya en la venta y compra de tu propiedad con la mejor asesoría y servicio. 908-21",https://www.lamudi.com.mx/venta-de-casa-en-prados-coapa.html
388,3,3,unknown,380,2,casa,,"[-99.169,19.38653]",202,15000000,HO6014A1E37026FMX,"[""casa"",""casa-unifamiliar""]",unknown,"Hermosa casa y lo mejor de todo con una gran ubicación en una de las mejores zonas de la ciudad de méxico, la colonia del valle, con vías de acceso muy cercanas, centros comerciales, escuelas, lugares recreativos, todo a menos de cinco minutos y lo mejor de todo, en una área muy tranquila y con mucha seguridad para usted que desea adquirir u patrimonio. Ademas de contar un cuarto de servicio con su baño privado. No lo piense mas, esta es la mejor oportunidad de su vida, como esta no puede haber otra.",https://www.lamudi.com.mx/hermosa-casa-en-la-colonia-del-valle.html
389,4,3,unknown,325,4,casa,,"[-99.1347,19.48776]",315,8000000,HO60FC490B19C99MX,"[""casa"",""casa-en-condominio""]",unknown,"Hermosa casa nueva en  Lindavista cdmx  -acabados de lujo  -pisos importados  -amplia sala y comedor  -3 recámaras con closet la principal con baño y vestidor  -cocina equipada con barra de granito , amplia alacena , estufa con 6 quemadores y horno , cuarto pequeño de lavado  -4 amplios lugares de estacionamiento  -2 baños completos  -2 medios baño  -2 bodegas en planta baja  -closet en recibidor  -roof garden con hermosa vista  -cuarto de lavado  -persianas black out  -caseta de vigilancia con circuito cerrado  -porton electrico de aluminio  -cisterna de 5000 litros  -315 metros de construcción  -a unos pasos del centro comercial parque lindavista , hospital angeles lindavista , bancos , supermercados , metro , metrobus , farmacias , restaurantes , super céntrica , segura y bien ubicada.",https://www.lamudi.com.mx/se-vende-casa-en-condominio-en-lindavista-norte.html
390,3,3,unknown,259,3,casa,,"[-99.2412405,19.3166474]",301,9500000,HO5F372AC5C9A6CMX,"[""casa"",""casa-en-condominio""]",unknown,"Linda casa en venta en san jerónimo Dentro de condominio horizontal, muy iluminada, con buenos espacios, pisos de cerámica y madera. Ubicada en dos niveles, vestibulo de entrada, baño de visitas, cocina integral muy grande con ante comedor, comedor, sala y bar que cuentan con salida al jardín el cual cuenta con comoda terraza. Tres recámaras, la principal con clóset, vestidor, baño con jacuzzi. Las recámaras secundarias de buen tamaño, cuentan con clóset, comparten baño. Family room amplio. Área de lavado, cuarto de servicio con baño. Mantenimiento de $4,500 mensuales El condominio cuenta con vigilancia las 24 horas Muy buena ubicación ya que se encuentra muy cerca de la supervia poniente y luis cabrera.  Precio $9,500,000  Agenda tu cita!!",https://www.lamudi.com.mx/casa-en-venta-san-jeronimo-tres-recamaras.html
391,4,4,8,550,4,casa,,"[-99.2931557,19.3489327]",634,15000000,HO5F9CDB127369CMX,"[""casa"",""casa-unifamiliar""]",2005,"Amplia casa en venta, ubicada en la mejor calle de Contadero, calle cerrada y empedrada, con vista al bosque, está a 5 minutos del Centro Comercial de Santa Fe, muy cerca del hospital abc ! La casa tiene 634 m de terreno y 550 m de construcción, amplia estancia, biblioteca, 4 recamaras, 5 baños , 3 medios baños,jardín de 225 m en dos pisos, , departamento o salón de fiestas. Lugar para 4 coches , bodega La casa tiene un avalúo ! Su precio real es 19 millones, se vende en 17 millones. EasyBroker ID: EB-GA3238",https://www.lamudi.com.mx/excelente-casa-en-contadero.html
392,4,4,unknown,330,3,casa,,"[-99.2221589,19.3661928]",351,15600000,HO60CA88207BC34MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa magnifica ubicacion cerca zona hospitales , recien remodelada , nueva, Gran estancia doble altura con vista al jardin frontal, comedor con vista jardin posterior, amplia cocina con isla y antecomedor , recamara principal con terraza y lujoso baño, las otras 2 comparten baño y 4a. Recamara o estudio en planta baja con baño,lavanderia , cuarto servicio, precio: $ 15,600,000, verla previa cita",https://www.lamudi.com.mx/tlalpan-catipoato-excelente-casa-con-vigilancia-1.html
393,4,5,unknown,532,11,casa,,"[-99.12877,19.36613]",237,11000000,HO60A7FB24D6113MX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente oportunidad de inversión. Casa en sinatel, sobre lateral de rio churubusco. Con uso de suelo comercial en planta baja y permiso de construcción de 3 niveles. Superficie total de construccion: 532m2 Superfie total de terreno: 237m2 5 habitaciones ? 4 baños completo y 2 medios baños ? Antecomedor y comedor ? 2 salas ? Estudio ? 11 lugares de estacionamiento",https://www.lamudi.com.mx/casa-en-col-sinatel-sobre-rio-churubusco-con-uso-de-suelo-comercial.html
394,2.5,2,unknown,194,2,casa,,"[-99.2988391,19.3666686]",87,4300000,HO60DA52479F927MX,"[""casa"",""casa-en-condominio""]",unknown,"Vive agusto, tranquilo y seguro en una casa en condominio, fraccionamiento cerrado con vigilancia 24/7, acceso controlado. Muy buena ubicación, a 7 minutos del centro comercial santa fé y también de interlomas. Casa de 194m2 distribuidos en dos niveles. Sala, comedor, cocina integral de concepto abierto, medio baño paa visitas y acceso al a patio. Segundo nivel, dos recámaras, un baño completo para dar servicio a las dos recámaras secundarias, recámara principal con baño propio, área de tv. Amplios espacios exteriores, jardines y area de juegos infantiles, salón de usos múltiples, gym con vistas panorámicas. Dos lugares de estacionamiento. Vigilancia 24 horas.",https://www.lamudi.com.mx/casa-en-venta-en-privada-vigilancia-24-hrs-cuajimalpa-ciudad-de-mexico.html
395,3,3,6,403,2,casa,,"[-99.218889,19.420556]",414,20000000,HO5F6BF2C703A87MX,"[""casa"",""casa-unifamiliar""]",1990,"Linda casa en Venta  y Renta  en Alcázar de Toledo Col. Lomas Reforma entre Castillo de Winsor y Paseo de Ahuehuetes Sur . Casa en 2 niveles, calle con seguridad y pluma , cuenta con alberca techada de doble altura, jacuzzi y jardín con terraza y asador. Acabados en madera.  Terreno 414.50 m2, Construcción 403.11 m2 Nivel 1 : entrada, bodega, pasillo de acceso, hall, 1 medio baño, cocina, cuarto de T.V. o salon de juegos, sala con chimenea, comedor,  alberca techada, jardín. Nivel 2: 3 recamaras todas con vestidor y baño, la principal  con tina. Planta azotea: cuarto de lavado, cuarto de servicio con baño. Planta sótano: estacionamiento techado para 2 autos y bodega. Uso de suelo HU/3/55% ( habitacional unifamiliar/ 3niveles/ 55% área libre). EasyBroker ID: EB-FT9702",https://www.lamudi.com.mx/renta-y-venta-casa-en-alcazar-de-toledo-lomas-reforma.html
396,2,4,unknown,198,2,casa,,"[-99.11448,19.36432]",128,964250,HO6071DFE3E4BD3MX,"[""casa"",""casa-unifamiliar""]",unknown,- Gran descuento de remate - hasta un 40% abajo de su precio comercial - tramite de cesión de derechos ante notario publico - casa grande - no creditos de infonavit ni fovissste - cerca del metro aculco y escuadron 201 - entre calle: agustin yañez y alfonso toro Contacto: david rivera 55 4103-9247,https://www.lamudi.com.mx/hermosa-casa-en-iztapalapa-3.html
397,4,4,8,720,5,casa,,"[-99.2484241,19.4006052]",500,35000000,HO5FA63096C5C90MX,"[""casa"",""casa-unifamiliar""]",2015,"Bonita casa remodelada en bosque de jacarandas.Excelente estado de conservacion.CONSTRUCCION 750M2 TERRENO 500M24 recámaras con baño y vestidor Sala comedor Family  5 coches  Caseta vigilancia dentro de la casa  Jardín  3 bodegas  Recién remodeladaVENTAAMUEBLADA $37,000,000. EasyBroker ID: EB-GB3204",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-las-lomas-112.html
398,2,4,unknown,210,0,casa,,"[-99.2,19.433333]",110,16500000,HO6099CD7A32318MX,"[""casa"",""otro-casa""]",unknown,"Ubicado en el corazón de polanco, en una de las zonas más lujosas (entre massaryk y campos elíseos); cerca de la zona hotelera. es un local a pie de calle de 3 niveles, con la recepción en la primera planta. en el segundo nivel, hay dos amplias áreas de trabajo abiertas, una oficina de muy buen tamaño, una cocineta, un baño y archivero o bodega. en el tercero nivel hay una sala de juntas, dos oficinas, una de ellas súper amplia con opción de tener una zona de archivo, muestrario, etc... Un baño, una oficina y un enorme espacio abierto abierto y techado que da acceso a una terraza. hermosas vistas verdes y mucha luz natural. no tiene estacionamiento, pero hay un estacionamiento público justo en frente y parquímetros al rededor. ¡excelente oportunidad!",https://www.lamudi.com.mx/casa-u-oficina-en-la-mejor-zona-de-polanco-seccion-iv.html
399,4.5,3,unknown,315,4,casa,,"[-99.2444863,19.3747355]",315,21900000,HO5CA8D26E12E3FMX,"[""casa"",""casa-en-condominio""]",10,"Hermosa residencia ubicada en el fraccionamiento ""las misiones""3 recamarasCalefacciónJardín y terraza4 estacionamientosCasa club con jardinesPaddel tennis********** doble filtro y estricta seguridad 24 hrs.***************precio en dolares****",https://www.lamudi.com.mx/residencia-misiones-la-loma-santa-fe-la-mejor-casa-disponible-sin-duda.html
400,5,5,unknown,302,2,casa,,"[-99.170180298572,19.360682235618]",167,17850000,HO6047C418EC511MX,"[""casa"",""casa-unifamiliar""]",unknown,"Impecable casa estilo colonial mexicano en venta en el corazón de coyoacán, justo en el centro, cerca de restaurantes, parques, mercados, todo a pie:  -la casa está construida en 2 plantas con opción a un roof garden u otro nivel en la 3ra planta - 167m2 de terreno y 302m2 de construcción - 5 habitaciones de excelente tamaño y distribución -5 baños completos para cada habitación -sala-comedor con acogedores espacios -cocina renovada totalmente conectada con el comedor y amplia alacena -salón de juegos u oficina -garage para dos autos  Se encuentra en perfecto estado, cada mes se le da mantenimiento por lo que su estado es inmejorable. Debido a su ubicación usted puede invertir en esta propiedad ya sea para habitarla o rentar habitaciones amuebladas a extranjeros lo cual le genera un ingreso mensual en dólares (actualmente ya se encuentra en varias plataformas generando un ingreso pasivo mensual promedio de 3800 usd en temporada baja) puedes ver el video de la propiedad en el siguiente link: https://www.youtube.com/watch?v=xqqlf8cwvn4&t=12s",https://www.lamudi.com.mx/se-vende-casa-en-el-centro-de-coyoacan-oportunidad-de-inversion.html
401,4.5,3,unknown,416,4,casa,,"[-99.25532342,19.39833214]",242,22000000,HO5C914B15CA8E1MX,"[""casa"",""casa-en-condominio""]",unknown,"Condominio de solo 5 casas muy cerca de tecamachalco, soleada, impecable, finos acabados, amplísimos vestidores, y baños con mármol y cristales templados, hermosa cocina integral color blanco, muebles empotrados en estudio, gran family con salida al jardín de 70m2, dos bodegas, pisos de duela en recámaras, tipo moderno muy iluminada, cuenta con cortinas.",https://www.lamudi.com.mx/bosques-de-las-lomas-ahuehuetes-norte-c-h-remodelada-100-moderna-impecable.html
402,3,3,unknown,160,2,casa,,"[-99.23075326,19.282746134]",160,4300000,HO605502F3AEF3FMX,"[""casa"",""casa-unifamiliar""]",unknown,"Vitara CapitalCasas en San Nicolás 4ta sección junto a la colonia héroes de padierna. a 10 minutos de six flags.Vitara Capital / Exclusivo Desarrollo de 4 casas en condominio horizontal al sur de la ciudad.Nuestro modelo se centra en la zona del Ajusco ya que el potencial de desarrollo, plusvalía y ubicación son privilegiados en la ciudad.Es un concepto de arquitectura basado en la exclusividad y confort, queremos que disfrutes tu próximo hogar en amplios espacios, tranquilidad y bienestar. ¡Aprovecha precios preventa, visita casa muestra y vive como siempre haz soñado!Es un desarrollo de únicamente 4 casas en condominio horizontal, donde la amplitud, buen gusto y tranquilidad definen el estilo de vida de quien las habita. Único en su tipo, innovador y propositivo en una ciudad en constante movimiento donde encontrarás una experiencia de exclusividad en un espacio único y especial. Además, el invertir en una Casa Vitara en preventa te garantiza plusvalía mayor en un futuro al adquirir hasta un 30% de ganancia sobre el valor comercial actual.Cuentan con 160 mts2 de construcción + 80 mts2 de roof garden, y cada una de ella está dividida en 2 niveles: en la planta baja encontrarás una amplia e iluminada sala-comedor con techos de luz indirecta, grandes ventanales, jardín interior, cocina integral equipada con barra, y 1/ 2 baño. Escalera funcional y moderna que lleva a la planta alta donde se encuentran 3 recamaras: la recamara principal con balcón, baño y amplio closet, 2 recamaras con closets, 1 baño completo con cancel de vidrio templado, y una última escalera que nos lleva al área de lavado y al roof garden, con una vista espectacular de la ciudad, seguramente será uno de tus espacios favoritos gracias a su amplitud, modernidad, acabados, decoración única, exclusiva e inigualable confort. Además, cuenta con 2 lugares de estacionamiento para cada casa y un lindo empedrado con portón eléctrico. Nuestro modelo de acabados interiores de cada casa han sido diseñados y pensados específicamente para el confort y goce de las familias para crear un hogar en cada uno de nuestros clientes.Usamos materiales de primera calidad como barra granito en la cocina, piso porcelanato, iluminación decorativa, cancelería de aluminio, vidrios acústicos, modernos y amplios closets, puertas , piso cerámico en roof garden, techo decorativo, accesorios de baño, cancel baños con vidrio templado, ventilación natural.¡Las Casas Vitara se entregan con todos los acabados listos para decorar a tu gusto!",https://www.lamudi.com.mx/casa-habitacional-vitara-capital.html
