,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
39,2,2,2,106,0,departamento,,"[-99.2651393582,19.363004224]","Santa Fe, Álvaro Obregón",unknown,5800000,AP611B562A63E9FMX,"[""departamento"",""departamentos""]",2021,"¡BAJA PRECIO DE $6'900,000 A $5'800,000 MN! Estupendo departamento a la venta en Be Grand Santa fe (DM). Muy amplio, excelentes acabados y distribución. Cuenta con 106 mts., sala, comedor, BALCÓN, cocina abierta con barra, family room, 2 recamaras, la principal con vestidor, 2 baños completos, área de lavado  con baño. Excelente vista, muy calientito, mantenimiento $3150 mn. y 2 lugares de estacionamiento. Áreas comunes, gimnasio, alberca techada, asoleadero, amplios jardines, pista de jogging, salón de fiestas, salón de usos múltiples ludoteca, asadores, canchas de padel, salón de adultos.",https://www.lamudi.com.mx/excelente-departamento-a-la-venta-en-be-grand-santa-fe-dm-1.html
40,2,2,2,72,0,departamento,,"[-99.2584571114,19.3769601954]","Santa Fe, Álvaro Obregón",unknown,4800000,AP611B54BB0F7B8MX,"[""departamento"",""departamentos""]",2021,"Departamento NUEVO amueblado a la venta en  Blum Santa Fe  (AO/js). Cuenta con 72m, estancia, cocina abierta, 2 recámaras, la principal con baño y vestidor, la segunda con closet, área de lavado, mantenimiento $3300 mn., 1 estacionamiento, 3 elevadores, seg. privada. Áreas comunes: alberca, gimnasio, jardín con juegos, ludoteca, roof garden, jardín para mascotas.",https://www.lamudi.com.mx/departamento-nuevo-amueblado-a-la-venta-en-blum-santa-fe-ao-js-1.html
41,1.5,2,unknown,70,1,departamento,,"[-99.19214,19.38837]","San Pedro de los Pinos, Álvaro Obregón",unknown,2100000,AP60F988463193DMX,"[""departamento"",""departamentos""]",unknown,"Demet San Antonio. 70 mts. , vihilancia 24 horas, area de niños. A un paso de Periferico muy cerca de Costco San Antonio. 2,200,000. Dividido en dos niveles 2 Habitaciones en la parte de arriba 1 Baño completo en las recamaras Medio baño en la estancia Sala comedor Cocina Integral 1 cajón de estacionamiento Cuarto de lavado",https://www.lamudi.com.mx/departamento-en-demet-san-antonio-2.html
42,2,2,4,110,1,departamento,,"[-99.1645441914,19.3844898365]","Del Valle, Benito Juárez",unknown,6219800,AP61249B0AD74DEMX,"[""departamento"",""departamentos""]",2021,"G A B R I E L    M A N C E R A    860 ------------------------ Ubicado en la colonia Del Valle, una de las zonas mejor comunicadas de la Ciudad de Mexico.A C A B A DO S ------------------------Porcelanato: Los pisos en banos son de porcelanato, al igual que las paredes de la regadera.Cocina Integral: La cocina es integral con cubiertas de granito. Incluye estufa, horno, microondas, lavavajillas y tarja.Piso de madera: Cuenta con pisos de madera de nogal o roble en las areas comunes y recamaras.Carpinteria de Nogal: Todas las puertas, closets y muebles de bano seran de chapa de nogal natural. EasyBroker ID: EB-DE3480",https://www.lamudi.com.mx/departamento-en-gabriel-mancera-860-del-valle-sur-acabados-de-lujo.html
43,2,3,5,84,1,departamento,,"[-99.16638,19.4397165]","San Rafael, Cuauhtémoc",unknown,4100000,AP61249BA5506A9MX,"[""departamento"",""departamentos""]",2007,"VENTA DEPARTAMENTO LUMINOSO 3 recamaras, 2 baños, 1 estacionamiento. Salón de eventos. Edificio fuerte y seguro. EasyBroker ID: EB-FN6996",https://www.lamudi.com.mx/oportunidad-sn-rafael-depto-centrico.html
44,2,2,4,62,1,departamento,,"[-99.137891,19.396338]","Álamos, Benito Juárez",unknown,3197900,AP60B56A7DC34A8MX,"[""departamento"",""departamentos""]",unknown,"Estupendos departamentos interiores y en el mejor desarrollo de esta zona, con una magnífica ubicación, muy cercano a importantes vías de comunicación así acceso a diferentes tipos de movilidad tales como Metro, Ciclovías y vías de circulación primarias y secundarias, además de estar cerca de lugares como Parque Delta, el Autódromo Hermanos Rodríguez y más. El departamento es de 62m² habitables, cuenta con 2 recámaras (la principal con baño y vestidor), 2 baños completos, sala y comedor de buen tamaño, cocina abierta, con plancha de granito y completamente equipada, área de lavado y 1 cajón de estacionamiento, además de tener magníficos acabados como porcelanato de excelente calidad, carpintería de estilo moderno y elementos arquitectónicos y decorativos únicos en la zona. Precios desde $3,197,900.00",https://www.lamudi.com.mx/l4-uptown-living-1.html
45,3.5,3,6.5,490,3,departamento,,"[-99.22303,19.30398]","Lomas del Pedregal Framboyanes, Tlalpan",unknown,21860000,AP61253B0F367B7MX,"[""departamento"",""departamentos""]",unknown,"Compra directamente con Metrópolis el desarrollador de: COBALTO 66. 24 EXCLUSIVOS DEPARTAMENTOS en Lomas del pedregal, un exclusivo fraccionamiento de alto nivel, con tres accesos controlados y supervisados continuamente para tu tranquilidad, con más de siete mil metros cuadrados de inigualables entornos naturales, pet friendly, espejos de agua y áreas infantiles. La experiencia, creatividad y estilo inigualable de Artigas arquitectos, se plasma en un nuevo proyecto atemporal, creando magníficos espacios con materiales naturales generando un entorno armónico. Recámara principal con terraza privada, vestidor y bañoDos recámaras con vestidor y bañoEstancia con terraza Comedor Family room Toilet Cocina equipada Cuarto de servicio Lavandería Acabados:Pisos de madera de ingeniería en recámaras, vestidores y family roomMármol Emperador Light en cubiertas de baños y regaderasCubierta de cuarzo en cocinaPiso de mármol crema marfil en estancia.",https://www.lamudi.com.mx/pg-03-cobalto-66-lomas-del-pedrega.html
46,2,2,4,115,2,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,6095000,AP61234969C7104MX,"[""departamento"",""departamentos""]",2021,"Estrene departamento interior, en 3er piso, de 115 m2 + balcones, 2 recámaras, 2 baños, 2 cajones independientes, en colonia Del Valle Centro, Benito Juárez, Ciudad de México. Estancia sala-comedor con ventanal de acceso al balcón con hermosa vista verde,  cocina integral abierta con barra de granito, alacena, cuarto de lavado integrado, baño completo para visitas y para recámara junior, recámara principal con closet, baño y balcón, recámara junior con closet. Acabados de lujo (marcas: Castel, Recubre, Gravita, Roca, Ponzanelli, EB Técnica, Lutron, Eurohardware, etc.), piso de porcelanato tipo madera, baños con cancel de vidrio templado, con piso de porcelanato y mosaico en muros tipo mármol, ventanería con aislamiento térmico y acústico (con gas argón), iluminación y sonido por voz mediante tecnología Smart House, 2 cajones de estacionamiento independientes, bodega, en condominio de sólo 18 departamentos, con estructura sismo-resistente, elevador, caseta de vigilancia y CCTV. Ver video en YouTube: https://youtu.be/g95oLvAb_oA Más información y/o citas  Sergio. EasyBroker ID: EB-IH3788",https://www.lamudi.com.mx/estrene-departamento-de-2-recamaras-con-hermosa-vista-en-la-colonia-del-valle.html
47,3,3,3,272,0,departamento,,"[-99.2004541,19.4351765]","Polanco, Miguel Hidalgo",unknown,1742000,AP610CD8C217709MX,"[""departamento"",""departamentos""]",2021,"Polanco, Goldsmith 222 Mid House 301. Departamento desarrollado en 1 planta, cuenta con 264m, terraza de 8m. Consta de sala, comedor, cocina, medio baño de visitas, family, 3 recamaras con baño y vestidor, cuarto de lavado y servicio con baño, 2 estacionamientos. Entrega inmediata en obra gris para decorar al gusto.",https://www.lamudi.com.mx/polanco-goldsmith-222-mid-house-301-1.html
48,3,3,3,310,0,departamento,,"[-99.1908788287,19.4262464752]","Polanco, Miguel Hidalgo",unknown,2200000,AP610CDA3C86452MX,"[""departamento"",""departamentos""]",2021,"Polanco, Rubén Darío departamento en venta (JS) 310m + 3 TERRAZAS, cocina con piso, cubiertas y recubrimientos de muro en granito (totalmente equipada), 3 recamaras con duela y carpintería con madera de nogal, sala de TV, 3.5 baños, cancelería Duovent, aire acondicionado, calefacción, pisos de mármol y madera, vista arbolada, 3 estacionamientos, mantenimiento $18000 mn., 2 elevadores mas 1 de servicio, vigilancia 24/7.",https://www.lamudi.com.mx/polanco-departamento-de-lujo-a-la-venta-en-calle-ruben-dario-js-1.html
49,2,2,2,160,0,departamento,,"[-99.1897365,19.4321195]","Polanco, Miguel Hidalgo",unknown,11800000,AP610CD9A6303B2MX,"[""departamento"",""departamentos""]",2021,"Polanco calle Lamartine, EN EXCLUSIVA excelente departamento exterior a la venta (LG /JS). Cuenta con 156 m2 habitables + 4 m2 de BALCÓN, estancia amplia, cocina abierta con barra de granito, 2 recamaras, 2 baños, oficina, sala de T.V., cuarto de lavado,cuarto de servicio con baño en azotea, 2 elevadores, vigilancia privada.",https://www.lamudi.com.mx/en-exclusiva-polanco-calle-lamartine-departamento-exterior-a-la-venta-js-1.html
50,4,4,4,538,0,departamento,,"[-99.2004541,19.4351765]","Polanco, Miguel Hidalgo",unknown,3339600,AP610CD8D527B7AMX,"[""departamento"",""departamentos""]",2021,"Polanco, Goldsmith 222 PH1 (2 niveles). Departamento desarrollado en 2 plantas, cuenta con 474m, terraza de 64m, 4 recamaras con baño y vestidor, sala comedor, cocina, antecomedor, medio baño de visitas, 2 estudios, cuarto de servicio con baño, 5 estacionamientos. Entrega inmediata en obra gris para decorar al gusto.",https://www.lamudi.com.mx/polanco-departamento-ph-en-obra-gris-a-la-venta-en-goldsmith-js.html
51,2,3,3,240,0,departamento,,"[-99.2350436,19.4151149]","Bosques de las Lomas, Cuajimalpa de Morelos",unknown,11500000,AP611B553D0C7C6MX,"[""departamento"",""departamentos""]",2021,"Bosques de las Lomas departamento  a la venta en Privada del Bosque (MC). Cuenta con 240 mts, 3 recamaras cada una con baño, la principal con gran vestidor, 2.5 baños, grandes ventanas que iluminan el departamento, sala, comedor, family excelente orientación, 3 estacionamientos, bodega, cto de lavado y servicio, 3 elevadores, bodega, mant. $7,500 m.n , seguridad privada. Amenidades: salón de fiestas, ludoteca, gimnasio, jardín con juegos infantiles, ludoteca, asadores, valet parking, salón Ingles.",https://www.lamudi.com.mx/bosques-de-las-lomas-departamento-a-la-venta-en-privada-del-bosque-mc.html
52,3,3,3,206,0,departamento,,"[-99.2259042,19.4238485]","Lomas de Chapultepec, Miguel Hidalgo",unknown,11500000,AP610CD8EAC3715MX,"[""departamento"",""departamentos""]",2021,"Lomas de Chapultepec, Sierra Vertientes, Residencial Avatar, departamento en obra blanca a la venta (GR) 206m, cuenta con estancia, cocina integral, sala de tv, 3 recámaras, 3.5 baños, BALCÓN, piso 2, cto de lavado y servicio, bodega, 3 estacionamientos, cuota de mant. $4,500 mn. TermÍnalo a tu gusto, ya tiene cocina y baños. Áreas comunes muy agradables: carril de nado. gimnasio. salón de fiestas. juegos infantiles.",https://www.lamudi.com.mx/sierra-vertientes-res-avatar-departamento-obra-blanca-en-venta-gr-2.html
53,2,3,3,116,0,departamento,,"[-99.1770985,19.3035897]","Pedregal de Carrasco, Coyoacán",unknown,6000000,AP611B55AF5DB6DMX,"[""departamento"",""departamentos""]",2021,"Be Grand Alto Pedregal, excelente departamento nuevo a la venta (LG). Excelentes acabados y vista espectacular. Cuenta con 116 mts., estancia, cocina abierta, BALCÓN, 3 recamaras, 2 baños completos, pisos de loseta tipo madera, amplios espacios y muy iluminado. Área de lavado, bodega, 2 estacionamientos, mantenimiento $4000 mn. Amenidades: 3 elevadores, carril de nado, gimnasio, juegos infantiles, salón de usos múltiples y ludoteca.",https://www.lamudi.com.mx/be-grand-alto-pedregal-excelente-departamento-nuevo-con-balcon-en-venta-lg-1.html
54,3,3,3,285,0,departamento,,"[-99.2761917,19.3636087]","Santa Fe Cuajimalpa, Cuajimalpa de Morelos",unknown,13000000,AP611B54ECD702EMX,"[""departamento"",""departamentos""]",2021,"!EXCELENTE OPORTUNIDAD! Reforma Santa Fe departamento en OBRA  BLANCA  en venta (AO).  Cuenta con 285  mts., BALCÓN de 10 mts., cocina italiana, cubierta de granito, antecomedor, 3 recámaras cada una con baño y vestidor, family, baño de visitas, excelentes acabados, lavandería y cuarto de servicio, 3 estacionamientos, mantenimiento $8000 mn., elevador directo al piso, vigilancia privada. Áreas comunes:  alberca, paddel, spa, salón de fiestas, salón de jóvenes. Listo para que lo termines a tu gusto !!",https://www.lamudi.com.mx/excelente-oportunidad-reforma-santa-fe-departamento-en-obra-blanca-en-venta-ao-1.html
55,3,3,3,364,0,departamento,,"[-99.2280823,19.4223732]","Lomas de Chapultepec, Miguel Hidalgo",unknown,1300000,AP611B54A808CA1MX,"[""departamento"",""departamentos""]",2021,"Calle Sierra Chalchihui, departamento amplio en venta (MC). Cuenta con 364 mts, amplia área social, sala, comedor, antecomedor con vista panorámica, cocina integral con alacena, varios closets y espacios para guardar, 3 recamaras con vestidor y baño cada una, área de lavandería, 2 cuartos de servicio, bodega,  elevador directo al departamento, 2 estacionamientos, mant. $10500 pesos mensuales. Amenidades: alberca techada, gimnasio, cancha de tennis, pista de jogging y ludoteca. Exclusivo y Prestigiosa ubicación.",https://www.lamudi.com.mx/calle-sierra-chalchihui-amplio-departamento-en-venta-mc-1.html
56,3,3,3,315,0,departamento,,"[-99.2564788107,19.3996891344]","Bosques de las Lomas, Cuajimalpa de Morelos",unknown,12000000,AP611B541678243MX,"[""departamento"",""departamentos""]",2021,"Bosques de las Lomas Residencial Gardenias excelente departamento en venta (MC). Cuenta con 315 mts., sala - comedor, cocina con despensa, antecomedor, 3 recamaras amplias con vestidor y baño, family, baño de visitas, gran área de lavado y cuarto de servicio, mantenimiento $10,750 pesos mensuales, 3 estacionamientos, bodega y seguridad privada. Acabados de muy buen gusto, con excelente ubicación y vista panorámica. Áreas comunes recién remodeladas: salón de fiestas, alberca techada, gym, spa, jardín,ludoteca, juegos infantiles, área de jóvenes.",https://www.lamudi.com.mx/bosques-de-las-lomas-residencial-gardenias-departamento-en-venta-mc-1.html
57,4,3,unknown,257,2,departamento,,"[-99.204719264917,19.429935266722]","Polanco, Miguel Hidalgo",unknown,20000000,AP6124118A3BE0AMX,"[""departamento"",""departamentos""]",unknown,"El departamento pertenece a un condominio vertical, que cuenta con 2 sótanos como estacionamiento, en planta baja vestíbulo, caseta de vigilancia, el edificio consta de 28 departamentos, el departamento se encuentra en un 8 piso, el cual tiene acceso directo del elevador, cuenta con vestíbulo, sala, comedor, terraza, biblioteca, desayunador, cocina, cuarto de servicio con baño, cuarto de lavado y 2 recamaras con baño y la principal con vestidor y baño. El inmueble tiene una ubicación privilegiada, esta prácticamente en la esquina al anillo periférico y cerca de masaryk y av moliere.",https://www.lamudi.com.mx/departamento-en-venta-polanco-426.html
58,1,3,unknown,82,1,departamento,,"[-99.16688,19.34015]","Romero de Terreros, Coyoacán",unknown,3000000,AP61242BC5E3DFCMX,"[""departamento"",""departamentos""]",unknown,"Excelente ubicación, en el sur de la ciudad, a unos cuantos pasos del metro copilco, accesibilidad, vigilancia, control de acceso.    Se vive muy comodo y tranquilo en la ubicación, la unidad esta equipada con todos los servicios (lavanderia, tiendas, cafeterias, papelerias etc)    Esta pegada a launam",https://www.lamudi.com.mx/departamento-en-venta-unidad-integracion-latinoamericana.html
59,1,2,3,73,1,departamento,,"[-99.1037051,19.4206571]","Jardín Balbuena, Venustiano Carranza",unknown,3100000,AP61249F08F3C08MX,"[""departamento"",""departamentos""]",2017,"Se trata de un departamento de 73.14m2 el cual se encuentra a unos metros del metro Balbuena, tiene acceso directo a Calzada Ignacio Zaragoza.   Cuenta con super mercados, restaurantes, farmacias y el metro de la ciudad de México.  Se encuentra muy cerca del Aeroupuerto Internacional de la Ciudad de México. Este departamento consta de:  * Sala/comedor * Cocina.  * Patio de Servicio.  * 2 recamaras con closet.  * 1 baño.  * 1 garaje. EasyBroker ID: EB-IH4014",https://www.lamudi.com.mx/se-vente-departamento-jardin-balbuena-venustiano-carranza.html
