|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
42|42|47402.5974025974|3650000|3650000|N/A||77.0|77.0| Vertiz Narvarte| Benito Juárez|Angel Urraza,  Vertiz Narvarte, Benito Juárez|2.0|2.0|1.0|N/A|https://www.inmuebles24.com/propiedades/departamento-nuevo-en-venta-vertiz-narvarte-benito-61862043.html|//maps.google.com/maps/api/staticmap?center=19.380716499999998,-99.156904800000006&zoom=16&markers=19.380716499999998,-99.156904800000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=grvDg7EczsP5b6OVqmIPOarauiE=&channel=rpfic-i24|19.3807165|-99.1569048
43|43|55476.52916073969|39000000|39000000|N/A||703.0|575.0| Bosque de las Lomas| Miguel Hidalgo|Bosques de las Lomas Amplia Casa con Jardín a la Venta en Bosque de Sabinos (gr),  Bosque de las Lomas, Miguel Hidalgo|3.0|3.0|4.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/bosques-de-las-lomas-amplia-casa-con-jardin-a-la-venta-61324416.html|//maps.google.com/maps/api/staticmap?center=19.401520000000001,-99.241576600000001&zoom=16&markers=19.401520000000001,-99.241576600000001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=1RL-VNMEBd4k-pIWnLBe41HuQa0=&channel=rpfic-i24|19.40152|-99.2415766
44|44|85919.54022988505|14950000|14950000|N/A|7380.0|174.0|164.0| Polanco| Miguel Hidalgo|Baja Precio Polanco Calle Anatole France, Departamento Nuevo a la Venta (gr),  Polanco, Miguel Hidalgo|2.0|2.0|2.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/polanco-calle-anatole-france-departamento-nuevo-a-la-61967310.html|//maps.google.com/maps/api/staticmap?center=19.436965000000000,-99.197445999999999&zoom=16&markers=19.436965000000000,-99.197445999999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ixw1FKYB9vuQ-y-hOxGXMn-kIrQ=&channel=rpfic-i24|19.436965|-99.19744600000001
45|45|59016.39344262295|18000000|18000000|N/A|11700.0|305.0|300.0| Bosques de las Lomas| Cuajimalpa de Morelos|Hermoso Depto en Secretaría de Marina 2 Niveles,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|Terramar Consultores Inmobiliarios del Pacifico|https://www.inmuebles24.com/propiedades/departamento-bosques-de-las-lomas-60072513.html|//maps.google.com/maps/api/staticmap?center=19.394039680500000,-99.264969967499993&zoom=16&markers=19.394039680500000,-99.264969967499993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=iL8BFV_B1LLPNzXTBMocqgSX4To=&channel=rpfic-i24|19.3940396805|-99.2649699675
46|46|60000.0|13500000|13500000|N/A|8800.0|225.0|225.0| Santa Fe| Alvaro Obregón|¡oportunidad Baja Precio DE Venta Departamento en Cumbres Santa Fe Cañada (ao),  Santa Fe, Alvaro Obregón|3.0|3.0|4.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/-oportunidad-baja-precio-de-venta-departamento-en-61967267.html|//maps.google.com/maps/api/staticmap?center=19.359250200000001,-99.258793199999999&zoom=16&markers=19.359250200000001,-99.258793199999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=do71nWa3loOJmletfJ1l6P4L_tI=&channel=rpfic-i24|19.3592502|-99.25879320000001
47|47|94339.62264150943|30000000|30000000|N/A||318.0|318.0| Irrigación| Miguel Hidalgo|MIGUEL DE CERVANTES SAAVEDRA 466,  Irrigación, Miguel Hidalgo|8.0|3.0|8.0|SARA VILA |https://www.inmuebles24.com/propiedades/casa-terreno-con-muchas-posibilidades-59696607.html|//maps.google.com/maps/api/staticmap?center=19.440298400000000,-99.208253300000000&zoom=16&markers=19.440298400000000,-99.208253300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=mSUYpHLKo_eqL7q81RG2fcALYvg=&channel=rpfic-i24|19.4402984|-99.2082533
48|48||3299000|3299000|N/A||||Narvarte Poniente| Benito Juárez|Cuauhtemoc 661, Narvarte Poniente, Benito Juárez||||HABITARQ|https://www.inmuebles24.com/propiedades/cuauhtemoc-661-61486673.html|//maps.google.com/maps/api/staticmap?center=19.394617600000000,-99.156361100000000&zoom=16&markers=19.394617600000000,-99.156361100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=xuqFm0b6wIgRtCY4oGzCQuLTG3k=&channel=rpfic-i24|19.3946176|-99.1563611
49|49||3891115|3891115|N/A||||Roma Sur| Cuauhtémoc|MONTERREY 280, Roma Sur, Cuauhtémoc||||TuDepa.com|https://www.inmuebles24.com/propiedades/gran-oportunidad-departamentos-en-pre-venta-en-quo-59026983.html|//maps.google.com/maps/api/staticmap?center=19.408933900000000,-99.161787900000010&zoom=16&markers=19.408933900000000,-99.161787900000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=LNWJzZsQYpHcZ7x3BpphVDgYy5I=&channel=rpfic-i24|19.4089339|-99.1617879
50|50||6344800|6344800|N/A||||Del Valle Centro| Benito Juárez|José Ignacio Bartolache , Col. Del Valle Sur,  Alcaldía Benito Juárez, C.P.  Ciudad de  México, Del Valle Centro, Benito Juárez||||SKY HAUS|https://www.inmuebles24.com/propiedades/sky-haus-bartolache-61842503.html|//maps.google.com/maps/api/staticmap?center=19.383900900000000,-99.170030000000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wBYWOnJCfuUSbEAT_DmVCqp-8Zo=&channel=rpfic-i24|19.3839009|-99.17003
51|51||3999000|3999000|N/A||||Cuauhtémoc| Cuauhtémoc|RIO RHIN 9, Cuauhtémoc, Cuauhtémoc||||TuDepa.com|https://www.inmuebles24.com/propiedades/pre-venta-tu-depa-ideal-colonia-cuauhtemoc-rio-rhin-9-59592762.html|//maps.google.com/maps/api/staticmap?center=19.433356500000000,-99.166206500000000&zoom=16&markers=19.433356500000000,-99.166206500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Khghw9QOpAw4M6fjFDLzroT66A8=&channel=rpfic-i24|19.4333565|-99.1662065
52|52||4756500|4756500|N/A||||Del Valle Centro| Benito Juárez|GABRIEL MANCERA 1360, Del Valle Centro, Benito Juárez||||TuDepa.com|https://www.inmuebles24.com/propiedades/depas-en-pre-venta-colonia-del-valle-gabriel-mancera-61011369.html|//maps.google.com/maps/api/staticmap?center=19.373461300000000,-99.167303400000000&zoom=16&markers=19.373461300000000,-99.167303400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=06vP8reKL-qgs5mCrvbIya0r-QA=&channel=rpfic-i24|19.3734613|-99.1673034
53|53|75000.0|7500000|7500000|N/A|3000.0|100.0|100.0| Ampliación Granada| Miguel Hidalgo|Lago Zurich 245,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|2.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/polanco-plaza-carso-departamento-2-recamaras-torre-50520363.html|//maps.google.com/maps/api/staticmap?center=19.441793800000000,-99.203885399999990&zoom=16&markers=19.441793800000000,-99.203885399999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=u0S6uuyf3ruh4Ie0dwVqLKWTbo4=&channel=rpfic-i24|19.4417938|-99.2038854
54|54|46303.50194552529|11900000|11900000|N/A||257.0|257.0| Bosques de las Lomas| Cuajimalpa de Morelos|SECRETARIA DE MARINA 58,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|2.0|TERRABROKERS|https://www.inmuebles24.com/propiedades/oportunidad-en-avivia-de-lujo-59896923.html|//maps.google.com/maps/api/staticmap?center=19.395079400000000,-99.265124000000000&zoom=16&markers=19.395079400000000,-99.265124000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=cxXmyJuc-Vez6QqyZGkDQGAmjJo=&channel=rpfic-i24|19.3950794|-99.265124
55|55|47500.0|11400000|11400000|N/A|6781.0|240.0|240.0| Bosques de las Lomas| Cuajimalpa de Morelos|PRIVADA DE TAMARINDOS,  Bosques de las Lomas, Cuajimalpa de Morelos|2.0|2.0|2.0|TERRABROKERS|https://www.inmuebles24.com/propiedades/magnifico-departamento-residencial-platino-60841506.html|//maps.google.com/maps/api/staticmap?center=19.385514700000001,-99.253330300000001&zoom=16&markers=19.385514700000001,-99.253330300000001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fq5ilM8Q-RalNMd4ynMkpOVw8m4=&channel=rpfic-i24|19.3855147|-99.2533303
56|56|77868.85245901639|9500000|9500000|N/A|3850.0|122.0|122.0| Ampliación Granada| Miguel Hidalgo|Lago Zurich 245,  Ampliación Granada, Miguel Hidalgo|3.0|2.0|2.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-torre-monet-3-recamaras-53715233.html|//maps.google.com/maps/api/staticmap?center=19.441793800000000,-99.203885399999990&zoom=16&markers=19.441793800000000,-99.203885399999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=u0S6uuyf3ruh4Ie0dwVqLKWTbo4=&channel=rpfic-i24|19.4417938|-99.2038854
57|57|61425.06142506142|25000000|25000000|N/A|1500.0|407.0|400.0| Del Carmen| Coyoacán|Cda. Reforma,  Del Carmen, Coyoacán|4.0|3.0|3.0|CGC BIENES RAICES|https://www.inmuebles24.com/propiedades/vive-seguro-en-esta-hermosa-casa-ubicada-en-el-corazon-61259633.html|//maps.google.com/maps/api/staticmap?center=19.346441599999998,-99.194217600000001&zoom=16&markers=19.346441599999998,-99.194217600000001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=p1midvkwEYryCVUupsnOVCZso80=&channel=rpfic-i24|19.3464416|-99.1942176
58|58|54750.0|10950000|10950000|N/A||200.0|410.0| Insurgentes Mixcoac| Benito Juárez|Empresa,  Insurgentes Mixcoac, Benito Juárez|3.0|2.0|3.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/casa-en-venta-en-insurgentes-mixcoac-60884626.html|//maps.google.com/maps/api/staticmap?center=19.375248700000000,-99.182849899999993&zoom=16&markers=19.375248700000000,-99.182849899999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BlQ5MceRGj9ohJdu9G3I63DDaHY=&channel=rpfic-i24|19.3752487|-99.1828499
59|59|78571.42857142857|5500000|5500000|N/A|2000.0|70.0|70.0| Ampliación Granada| Miguel Hidalgo|Lago Zurich 219,  Ampliación Granada, Miguel Hidalgo|1.0|1.0|1.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-torre-claudel-1-recamara-acceso-directo-al-54416380.html|//maps.google.com/maps/api/staticmap?center=19.441739988664335,-99.204542083605930&zoom=16&markers=19.441739988664335,-99.204542083605930&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6MN1C0XFWPSQFB7wKH4nPzNHc6U=&channel=rpfic-i24|19.44173998866433|-99.20454208360592
60|60|66250.0|5300000|5300000|N/A|3000.0|80.0|70.0| Polanco| Miguel Hidalgo|Lago Zurich 219,  Polanco, Miguel Hidalgo|1.0|1.0|1.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-amueblado-de-1-recamara-en-todas-las-58423693.html|//maps.google.com/maps/api/staticmap?center=19.441739988664335,-99.204542083605930&zoom=16&markers=19.441739988664335,-99.204542083605930&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6MN1C0XFWPSQFB7wKH4nPzNHc6U=&channel=rpfic-i24|19.44173998866433|-99.20454208360592
61|61|11876.061120543294|13990000|277002000.0|N/A||1178.0|2050.0| Lomas de Chapultepec| Miguel Hidalgo|Sierra Ventana ,  Lomas de Chapultepec, Miguel Hidalgo|4.0|4.0|5.0|ESTUDIO.inmobiliario|https://www.inmuebles24.com/propiedades/vendo-casa-lomas-de-chapultepec-60591726.html|//maps.google.com/maps/api/staticmap?center=19.410526310562050,-99.226937751342800&zoom=16&markers=19.410526310562050,-99.226937751342800&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=iHbkXTdlVKw5Vw6nMzSxzBVRDXs=&channel=rpfic-i24|19.410526310562048|-99.2269377513428
62|62|4385.964912280701|1250000|24750000.0|N/A|7400.0|285.0|285.0| Bosques de Chapultepec| Miguel Hidalgo|Campos Eliseos,  Bosques de Chapultepec, Miguel Hidalgo|3.0|3.0|2.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/departamento-en-venta-en-polanco-61514424.html|//maps.google.com/maps/api/staticmap?center=19.428591099999998,-99.191554199999998&zoom=16&markers=19.428591099999998,-99.191554199999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tfAuliFksS0HaPh8MVoYsvCDZls=&channel=rpfic-i24|19.4285911|-99.1915542
63|63|38152.610441767065|9500000|9500000|N/A|3500.0|249.0|249.0| Del Valle Centro| Benito Juárez|Manuel Lopez Cotilla,  Del Valle Centro, Benito Juárez|3.0|4.0|2.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-del-valle.-61527301.html|//maps.google.com/maps/api/staticmap?center=19.372809799999998,-99.168379400000006&zoom=16&markers=19.372809799999998,-99.168379400000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=L-2myEXY2JGdSYNhndH016IlrPI=&channel=rpfic-i24|19.3728098|-99.1683794
64|64|54066.26506024096|35900000|35900000|N/A||664.0|486.0| Lomas de Chapultepec| Miguel Hidalgo|Sierra Fría,  Lomas de Chapultepec, Miguel Hidalgo|5.0|7.0|5.0|N/A|https://www.inmuebles24.com/propiedades/casa-en-venta-en-lomas-de-chapultepec-61034043.html|//maps.google.com/maps/api/staticmap?center=19.417619599999998,-99.226159699999996&zoom=16&markers=19.417619599999998,-99.226159699999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=g1L7VvCdwomawR05c6yXaELIA9w=&channel=rpfic-i24|19.4176196|-99.2261597
65|65|38668.555240793205|13650000|13650000|N/A||353.0|487.0| Fuentes del Pedregal| Tlalpan|Fuentes de la Luna,  Fuentes del Pedregal, Tlalpan|5.0|4.0|3.0|CGC BIENES RAICES|https://www.inmuebles24.com/propiedades/un-secreto-bien-guardado-refugiate-en-un-oasis-61956729.html|//maps.google.com/maps/api/staticmap?center=19.309539699999998,-99.221737599999997&zoom=16&markers=19.309539699999998,-99.221737599999997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6b9FNaEdB4OtDsjFPVnGkLYmuPI=&channel=rpfic-i24|19.3095397|-99.2217376
66|66|43076.92307692308|14000000|14000000|N/A|11000.0|325.0|325.0| Bosques de las Lomas| Cuajimalpa de Morelos|Bosques de las Lomas Bosque Alto, Departamento en  Venta  (ao),  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/bosques-de-las-lomas-bosque-alto-departamento-en-61967316.html|//maps.google.com/maps/api/staticmap?center=19.395620436400001,-99.264900414899997&zoom=16&markers=19.395620436400001,-99.264900414899997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=cKCsw74FEKUhwCNxG3rskwnlNu0=&channel=rpfic-i24|19.3956204364|-99.2649004149
67|67|4347.826086956522|2000000|39600000.0|N/A||460.0|460.0| Polanco| Miguel Hidalgo|Miguel de Cervantes Saavedra 303,  Polanco, Miguel Hidalgo|4.0||4.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-torre-vip-espectacular-de-super-lujo-nuevo-60991954.html|//maps.google.com/maps/api/staticmap?center=19.442097200000000,-99.204114300000010&zoom=16&markers=19.442097200000000,-99.204114300000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=P9ZEDB-n2xQ48GGeFLid4Zvi6fY=&channel=rpfic-i24|19.4420972|-99.2041143
68|68|60317.46031746032|19000000|19000000|N/A||315.0|315.0| Cuauhtémoc| Cuauhtémoc|,  Cuauhtémoc, Cuauhtémoc|4.0|4.0|5.0|NEW GENERATION OF REAL ESTATE|https://www.inmuebles24.com/propiedades/reforma-61434613.html|//maps.google.com/maps/api/staticmap?center=19.435633800000001,-99.149510699999993&zoom=16&markers=19.435633800000001,-99.149510699999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=3XMNnYbdI2FMUcjdMPIHQdLBpRM=&channel=rpfic-i24|19.4356338|-99.1495107
69|69|75423.72881355933|8900000|8900000|N/A|4000.0|118.0|118.0| Ampliación Granada| Miguel Hidalgo|Lago Zurich 219,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|2.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-torre-renoir-precioso-departamento-2-60440362.html|//maps.google.com/maps/api/staticmap?center=19.442115000000000,-99.204089299999960&zoom=16&markers=19.442115000000000,-99.204089299999960&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=v7joAcqC6CQwBbpTEYcbaS5E02A=&channel=rpfic-i24|19.442115|-99.20408929999996
70|70|94827.58620689655|44000000|44000000|N/A|25000.0|464.0|400.0| Bosques de las Lomas| Cuajimalpa de Morelos|Departamento en Venta  Club de Golf Bosques , Cuajimalpa (gr),  Bosques de las Lomas, Cuajimalpa de Morelos|4.0|3.0|6.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/departamento-en-venta-club-de-golf-bosques-cuajimalpa-61844813.html|//maps.google.com/maps/api/staticmap?center=19.377916700000000,-99.279970199999993&zoom=16&markers=19.377916700000000,-99.279970199999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=reaoSN26GVFBkMGR1d_dBYMGO4E=&channel=rpfic-i24|19.3779167|-99.2799702
71|71|75510.20408163265|18500000|18500000|N/A||245.0|245.0| Jardines del Pedregal| Alvaro Obregón|Canoa 235,  Jardines del Pedregal, Alvaro Obregón|3.0|3.0|4.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/be-grand-park-san-angel-espectacular-departamento-3-56678103.html|//maps.google.com/maps/api/staticmap?center=19.333794600000000,-99.204529699999970&zoom=16&markers=19.333794600000000,-99.204529699999970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Lcdcwm1Lz_cklpyqYJibZ2sk73w=&channel=rpfic-i24|19.3337946|-99.20452969999997
72|72||6344800|6344800|N/A||||Del Valle Centro| Benito Juárez|José Ignacio Bartolache , Col. Del Valle Sur,  Alcaldía Benito Juárez, C.P.  Ciudad de  México, Del Valle Centro, Benito Juárez||||SKY HAUS|https://www.inmuebles24.com/propiedades/sky-haus-bartolache-61842503.html|//maps.google.com/maps/api/staticmap?center=19.383900900000000,-99.170030000000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wBYWOnJCfuUSbEAT_DmVCqp-8Zo=&channel=rpfic-i24|19.3839009|-99.17003
73|73||3570000|3570000|N/A||||Narvarte Oriente| Benito Juárez|Eje Central 875, Narvarte Oriente, Benito Juárez||||Grupo Star|https://www.inmuebles24.com/propiedades/residencial-obliquum-preventa-narvarte-61983519.html|//maps.google.com/maps/api/staticmap?center=19.384632900000000,-99.147552800000000&zoom=16&markers=19.384632900000000,-99.147552800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yt8Wkh_4RzCP5pv8m_y6nbKb-H0=&channel=rpfic-i24|19.3846329|-99.1475528
74|74||3999900|3999900|N/A||||Roma Sur| Cuauhtémoc|Bajio 186, Roma Sur, Cuauhtémoc||||PDI|https://www.inmuebles24.com/propiedades/urban-bajio-60596866.html|//maps.google.com/maps/api/staticmap?center=19.403809000000000,-99.162471599999990&zoom=16&markers=19.403809000000000,-99.162471599999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=QAyHcvzPAIXj6O2ipvMy0V1mOo4=&channel=rpfic-i24|19.403809|-99.1624716
75|75||1430520|1430520|N/A||||Morelos| Cuauhtémoc|Reforma 23, Morelos, Cuauhtémoc||||TuDepa.com|https://www.inmuebles24.com/propiedades/gran-pre-venta-departamentos-en-reforma-23-ven-y-54901048.html|//maps.google.com/maps/api/staticmap?center=19.449910000000000,-99.132975000000000&zoom=16&markers=19.449910000000000,-99.132975000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=X5wVtS8DUC0IFSFOsw3H9xymA1s=&channel=rpfic-i24|19.44991|-99.132975
76|76||3268669|3268669|N/A||||Ciudad de los Deportes| Benito Juárez|tintoreto, Ciudad de los Deportes, Benito Juárez||||Quiero Casa|https://www.inmuebles24.com/propiedades/tintoreto-58835235.html|//maps.google.com/maps/api/staticmap?center=19.383531400000000,-99.183186700000010&zoom=16&markers=19.383531400000000,-99.183186700000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MOn7q_qJfRrDhfi0uhOiibGhhoc=&channel=rpfic-i24|19.3835314|-99.1831867
77|77|47931.03448275862|13900000|13900000|N/A||290.0|290.0| Irrigación| Miguel Hidalgo|MIGUEL DE CERVANTES SAAVEDRA 388,  Irrigación, Miguel Hidalgo|3.0|2.0|2.0|SARA VILA |https://www.inmuebles24.com/propiedades/impresionante-ph-en-venta-en-grand-polanco-59810446.html|//maps.google.com/maps/api/staticmap?center=19.440111601168212,-99.205983725725570&zoom=16&markers=19.440111601168212,-99.205983725725570&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MU6AUWeEZV29JgRif1lKWA2DnI4=&channel=rpfic-i24|19.44011160116821|-99.20598372572557
78|78|28343.94904458599|4450000|4450000|N/A||157.0|173.0| Culhuacan CTM | Coyoacán|,  Culhuacan CTM , Coyoacán|3.0|3.0|3.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/casa-en-venta-en-ctm-culhuacan-coyoacan-61645018.html|//maps.google.com/maps/api/staticmap?center=19.324467569700001,-99.118652343799993&zoom=16&markers=19.324467569700001,-99.118652343799993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WD_IKp0gJVJ5cWec81QRVA-i-3Q=&channel=rpfic-i24|19.3244675697|-99.1186523438
79|79|41925.46583850931|13500000|13500000|N/A||322.0|322.0| Bosques de las Lomas| Cuajimalpa de Morelos|SECRETARIA DE MARINA 90,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|TERRABROKERS|https://www.inmuebles24.com/propiedades/decorado-increible-en-bosque-alto-59896952.html|//maps.google.com/maps/api/staticmap?center=19.394782500000001,-99.265386899999995&zoom=16&markers=19.394782500000001,-99.265386899999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=W2myBoT-mnxD-BnC-inZnhO92Ic=&channel=rpfic-i24|19.3947825|-99.2653869
